scope,role,policy_id,vector_hash,budget_group,display_role,borough,category,sla_days_mean,inspection_fraction_mean,sla_days_std,inspection_fraction_std,n_evaluations,sla_days_sem,inspection_fraction_sem
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Queens,Hazard,2.44,0.9911262635325079,0.506622805119022,0.0013897359386426692,25,0.10132456102380441,0.00027794718772853385
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Queens,Illegal Tree Damage,0.0,0.9961253561253561,0.0,0.0007605675382625128,25,0.0,0.00015211350765250255
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Queens,Other,0.0,0.9927950310559006,0.0,0.0031693478269717054,25,0.0,0.0006338695653943411
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Queens,Prune,19.2,0.046259419592752885,1.4142135623730947,0.0038335354990810897,25,0.28284271247461895,0.0007667070998162179
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Queens,Remove Tree,2.0,0.7739666666666666,0.0,0.005507328398594526,25,0.0,0.0011014656797189051
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Queens,Root/Sewer/Sidewalk,23.42,0.06894732830246204,1.2389511693363868,0.005581526013291497,25,0.24779023386727736,0.0011163052026582994
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Staten Island,Hazard,1.0,1.0,0.0,0.0,25,0.0,0.0
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Staten Island,Illegal Tree Damage,6.84,0.8416565656565657,0.9433981132056604,0.017629277235380943,25,0.18867962264113208,0.0035258554470761886
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Staten Island,Other,0.0,0.9937349397590362,0.0,0.0059205741331983764,25,0.0,0.0011841148266396753
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Staten Island,Prune,6.42,0.1417970436804517,2.540013123325678,0.0075178904559625595,25,0.5080026246651357,0.0015035780911925119
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Staten Island,Remove Tree,2.24,0.9268139609349985,0.4358898943540674,0.005814299091692789,25,0.08717797887081348,0.0011628598183385578
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Staten Island,Root/Sewer/Sidewalk,5.48,0.20781376518218622,0.918331820930394,0.008789878130881348,25,0.1836663641860788,0.0017579756261762696
mean_across_authenticated_inference_seeds_321_345,borough_most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,borough,most_equitable,Bronx,Hazard,1.6,0.9344909234411997,0.5,0.004748519543725753,25,0.1,0.0009497039087451506
mean_across_authenticated_inference_seeds_321_345,borough_most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,borough,most_equitable,Bronx,Illegal Tree Damage,0.0,0.967921760391198,0.0,0.006025276871326767,25,0.0,0.0012050553742653535
mean_across_authenticated_inference_seeds_321_345,borough_most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,borough,most_equitable,Bronx,Other,0.0,0.9957333333333334,0.0,0.003265986323710865,25,0.0,0.0006531972647421731
mean_across_authenticated_inference_seeds_321_345,borough_most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,borough,most_equitable,Bronx,Prune,55.7,0.09371826371826368,5.315072906367325,0.013568662853319013,25,1.063014581273465,0.0027137325706638026
mean_across_authenticated_inference_seeds_321_345,borough_most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,borough,most_equitable,Bronx,Remove Tree,8.2,0.7226449275362319,0.6454972243679029,0.013967533752257691,25,0.12909944487358058,0.002793506750451538
