calendar_year,random_seed,display_role,policy_id,vector_hash,efficiency_loss,equity_loss,historical_efficiency_loss,historical_equity_loss,efficiency_ratio_historical,equity_ratio_historical
2021,325,balanced,candidate_d100_delay_median_cap1_borough_500e7870e139a8dc,c088e7e14e7fcbbb27edc17239a52daaa7617d1af15dbd8a1b374b47c2e7df82,15797815.333333336,881.217924214624,21333512,1687.8732860535422,0.74051639192521779,0.5220877251248055
2021,321,most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,14617191.333333334,772.0334429159907,21333512,1687.8732860535422,0.68517510540849225,0.45740011960323218
2021,322,most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,14570661.333333336,764.9825441202811,21333512,1687.8732860535422,0.68299402992499947,0.45322273327099422
2021,323,most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,14700169.333333334,774.6615436154393,21333512,1687.8732860535422,0.68906466658341736,0.45895716818096838
2021,324,most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,14637479.999999998,756.2635941356266,21333512,1687.8732860535422,0.68612612869367207,0.44805709076886036
2021,325,most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,14665761.333333334,784.9331887932647,21333512,1687.8732860535422,0.68745180509113235,0.46504272286252968
2022,321,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,12514829.333333332,812.0951223224562,18961616,1301.4992474074063,0.66000858435975773,0.62396895268295705
2022,322,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,12477460.000000002,785.5319483129031,18961616,1301.4992474074063,0.65803779593469258,0.60355927971352041
2022,323,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,12582774.666666668,834.2222645535087,18961616,1301.4992474074063,0.66359189357419046,0.64097022431267947
2022,324,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,12498625.333333332,822.449880363368,18961616,1301.4992474074063,0.65915401584618805,0.63192497575522444
2022,325,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,12531078.0,786.2101245861184,18961616,1301.4992474074063,0.66086550850940129,0.6040803528332831
2022,321,balanced,candidate_d100_delay_median_cap1_borough_500e7870e139a8dc,c088e7e14e7fcbbb27edc17239a52daaa7617d1af15dbd8a1b374b47c2e7df82,12545897.999999998,648.5957150980964,18961616,1301.4992474074063,0.66164708746343126,0.49834505581935806
2022,322,balanced,candidate_d100_delay_median_cap1_borough_500e7870e139a8dc,c088e7e14e7fcbbb27edc17239a52daaa7617d1af15dbd8a1b374b47c2e7df82,12593088.666666666,637.6285749291216,18961616,1301.4992474074063,0.66413583455474823,0.48991851220757998
2022,323,balanced,candidate_d100_delay_median_cap1_borough_500e7870e139a8dc,c088e7e14e7fcbbb27edc17239a52daaa7617d1af15dbd8a1b374b47c2e7df82,12593640.0,637.5427298960734,18961616,1301.4992474074063,0.66416491083882301,0.48985255363463487
2022,324,balanced,candidate_d100_delay_median_cap1_borough_500e7870e139a8dc,c088e7e14e7fcbbb27edc17239a52daaa7617d1af15dbd8a1b374b47c2e7df82,12649166.000000002,619.8028077442048,18961616,1301.4992474074063,0.6670932477485042,0.47622217913598902
